Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
2015-10-06,6,October,2015,49,Adults (35-64),F,United States,Oregon,Accessories,Bottles and Cages,Mountain Bottle Cage,26,4,10,120,104,224
2015-10-06,6,October,2015,49,Adults (35-64),F,United States,Oregon,Accessories,Bottles and Cages,Mountain Bottle Cage,15,4,10,69,60,129
2013-08-25,25,August,2013,40,Adults (35-64),F,France,Seine (Paris),Accessories,Bottles and Cages,Water Bottle - 30 oz.,28,2,5,59,56,115
2015-08-25,25,August,2015,40,Adults (35-64),F,France,Seine (Paris),Accessories,Bottles and Cages,Water Bottle - 30 oz.,30,2,5,63,60,123
2013-09-10,10,September,2013,40,Adults (35-64),F,France,Seine (Paris),Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5,57,54,111
2015-09-10,10,September,2015,40,Adults (35-64),F,France,Seine (Paris),Accessories,Bottles and Cages,Water Bottle - 30 oz.,25,2,5,53,50,103
2014-04-09,9,April,2014,40,Adults (35-64),F,France,Seine (Paris),Accessories,Bottles and Cages,Water Bottle - 30 oz.,15,2,5,32,30,62
2014-04-09,9,April,2014,40,Adults (35-64),F,France,Seine (Paris),Accessories,Bottles and Cages,Water Bottle - 30 oz.,29,2,5,61,58,119
2016-04-09,9,April,2016,40,Adults (35-64),F,France,Seine (Paris),Accessories,Bottles and Cages,Water Bottle - 30 oz.,14,2,5,29,28,57
2016-04-09,9,April,2016,40,Adults (35-64),F,France,Seine (Paris),Accessories,Bottles and Cages,Water Bottle - 30 oz.,28,2,5,59,56,115
2013-11-17,17,November,2013,40,Adults (35-64),M,France,Charente-Maritime,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,55,38,93
2015-11-17,17,November,2015,40,Adults (35-64),M,France,Charente-Maritime,Accessories,Bottles and Cages,Water Bottle - 30 oz.,17,2,5,49,34,83
2014-06-22,22,June,2014,40,Adults (35-64),M,Germany,Bayern,Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5,18,12,30
2014-06-22,22,June,2014,40,Adults (35-64),M,Germany,Bayern,Accessories,Bottles and Cages,Water Bottle - 30 oz.,16,2,5,47,32,79
2016-06-22,22,June,2016,40,Adults (35-64),M,Germany,Bayern,Accessories,Bottles and Cages,Water Bottle - 30 oz.,8,2,5,24,16,40
2016-06-22,22,June,2016,40,Adults (35-64),M,Germany,Bayern,Accessories,Bottles and Cages,Water Bottle - 30 oz.,16,2,5,47,32,79
2014-07-15,15,July,2014,40,Adults (35-64),M,Germany,Bayern,Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5,18,12,30
2016-07-15,15,July,2016,40,Adults (35-64),M,Germany,Bayern,Accessories,Bottles and Cages,Water Bottle - 30 oz.,3,2,5,9,6,15
2014-05-17,17,May,2014,42,Adults (35-64),F,Germany,Bayern,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,35,24,59
2016-05-17,17,May,2016,42,Adults (35-64),F,Germany,Bayern,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,32,22,54
2014-07-24,24,July,2014,42,Adults (35-64),F,Germany,Bayern,Accessories,Bottles and Cages,Water Bottle - 30 oz.,13,2,5,38,26,64
2016-07-24,24,July,2016,42,Adults (35-64),F,Germany,Bayern,Accessories,Bottles and Cages,Water Bottle - 30 oz.,15,2,5,44,30,74
2013-09-25,25,September,2013,51,Adults (35-64),M,France,Hauts de Seine,Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5,16,12,28
2015-09-25,25,September,2015,51,Adults (35-64),M,France,Hauts de Seine,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,11,8,19
2014-01-08,8,January,2014,51,Adults (35-64),F,Germany,Saarland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,9,2,5,19,18,37
2016-01-08,8,January,2016,51,Adults (35-64),F,Germany,Saarland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,8,2,5,17,16,33
2014-06-15,15,June,2014,51,Adults (35-64),F,Germany,Saarland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,40,38,78
2014-06-15,15,June,2014,51,Adults (35-64),F,Germany,Saarland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,30,2,5,63,60,123
2016-06-15,15,June,2016,51,Adults (35-64),F,Germany,Saarland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,20,2,5,42,40,82
2016-06-15,15,June,2016,51,Adults (35-64),F,Germany,Saarland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,29,2,5,61,58,119
2014-07-28,28,July,2014,43,Adults (35-64),M,France,Nord,Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5,63,54,117
2016-07-28,28,July,2016,43,Adults (35-64),M,France,Nord,Accessories,Bottles and Cages,Water Bottle - 30 oz.,28,2,5,66,56,122
2014-06-07,7,June,2014,48,Adults (35-64),F,France,Val d'Oise,Accessories,Bottles and Cages,Water Bottle - 30 oz.,23,2,5,45,46,91
2016-06-07,7,June,2016,48,Adults (35-64),F,France,Val d'Oise,Accessories,Bottles and Cages,Water Bottle - 30 oz.,25,2,5,49,50,99
2013-09-14,14,September,2013,49,Adults (35-64),M,France,Hauts de Seine,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5,69,52,121
2015-09-14,14,September,2015,49,Adults (35-64),M,France,Hauts de Seine,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,64,48,112
2013-11-02,2,November,2013,49,Adults (35-64),M,France,Hauts de Seine,Accessories,Bottles and Cages,Water Bottle - 30 oz.,18,2,5,48,36,84
2015-11-02,2,November,2015,49,Adults (35-64),M,France,Hauts de Seine,Accessories,Bottles and Cages,Water Bottle - 30 oz.,17,2,5,45,34,79
2013-10-06,6,October,2013,30,Young Adults (25-34),F,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5,53,54,107
2015-10-06,6,October,2015,30,Young Adults (25-34),F,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,25,2,5,49,50,99
2013-10-20,20,October,2013,30,Young Adults (25-34),F,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,2,2,4
2015-10-20,20,October,2015,30,Young Adults (25-34),F,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,2,2,4
2014-02-17,17,February,2014,30,Young Adults (25-34),F,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,20,2,5,39,40,79
2016-02-17,17,February,2016,30,Young Adults (25-34),F,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,20,2,5,39,40,79
2013-08-29,29,August,2013,31,Young Adults (25-34),M,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,8,8,16
2013-08-29,29,August,2013,31,Young Adults (25-34),M,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,29,2,5,57,58,115
2015-08-29,29,August,2015,31,Young Adults (25-34),M,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5,12,12,24
2015-08-29,29,August,2015,31,Young Adults (25-34),M,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,28,2,5,55,56,111
2013-09-04,4,September,2013,31,Young Adults (25-34),M,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,13,2,5,25,26,51
2015-09-04,4,September,2015,31,Young Adults (25-34),M,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,15,2,5,29,30,59
2013-10-28,28,October,2013,31,Young Adults (25-34),M,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,13,2,5,25,26,51
2013-10-28,28,October,2013,31,Young Adults (25-34),M,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,22,2,5,43,44,87
2015-10-28,28,October,2015,31,Young Adults (25-34),M,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,21,22,43
2015-10-28,28,October,2015,31,Young Adults (25-34),M,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,37,38,75
2014-01-22,22,January,2014,31,Young Adults (25-34),M,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,25,2,5,49,50,99
2014-01-22,22,January,2014,31,Young Adults (25-34),M,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,5,2,5,10,10,20
2016-01-22,22,January,2016,31,Young Adults (25-34),M,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,22,2,5,43,44,87
2016-01-22,22,January,2016,31,Young Adults (25-34),M,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,8,8,16
2014-03-04,4,March,2014,31,Young Adults (25-34),M,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,30,2,5,59,60,119
2014-03-04,4,March,2014,31,Young Adults (25-34),M,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5,53,54,107
2016-03-04,4,March,2016,31,Young Adults (25-34),M,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,31,2,5,60,62,122
2016-03-04,4,March,2016,31,Young Adults (25-34),M,Australia,Victoria,Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5,53,54,107
2013-07-13,13,July,2013,33,Young Adults (25-34),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,18,2,5,42,36,78
2013-07-13,13,July,2013,33,Young Adults (25-34),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,20,2,5,47,40,87
2015-07-13,13,July,2015,33,Young Adults (25-34),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,45,38,83
2015-07-13,13,July,2015,33,Young Adults (25-34),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,20,2,5,47,40,87
2013-08-15,15,August,2013,33,Young Adults (25-34),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,26,22,48
2013-08-15,15,August,2013,33,Young Adults (25-34),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5,61,52,113
2015-08-15,15,August,2015,33,Young Adults (25-34),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,9,2,5,21,18,39
2015-08-15,15,August,2015,33,Young Adults (25-34),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,28,2,5,66,56,122
2013-11-09,9,November,2013,33,Young Adults (25-34),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,45,38,83
2013-11-09,9,November,2013,33,Young Adults (25-34),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,25,2,5,59,50,109
2015-11-09,9,November,2015,33,Young Adults (25-34),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,16,2,5,38,32,70
2015-11-09,9,November,2015,33,Young Adults (25-34),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,23,2,5,54,46,100
2013-12-07,7,December,2013,33,Young Adults (25-34),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,18,2,5,42,36,78
2015-12-07,7,December,2015,33,Young Adults (25-34),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,15,2,5,35,30,65
2014-03-06,6,March,2014,33,Young Adults (25-34),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,7,2,5,16,14,30
2014-03-06,6,March,2014,33,Young Adults (25-34),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,5,2,5,12,10,22
2016-03-06,6,March,2016,33,Young Adults (25-34),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,8,2,5,19,16,35
2016-03-06,6,March,2016,33,Young Adults (25-34),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,9,8,17
2013-07-03,3,July,2013,36,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,24,20,44
2013-07-03,3,July,2013,36,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,2,2,4
2015-07-03,3,July,2015,36,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,24,20,44
2015-07-03,3,July,2015,36,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,2,2,4
2013-10-28,28,October,2013,36,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,45,38,83
2013-10-28,28,October,2013,36,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,30,2,5,71,60,131
2015-10-28,28,October,2015,36,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,45,38,83
2015-10-28,28,October,2015,36,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,32,2,5,75,64,139
2014-02-02,2,February,2014,36,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,45,38,83
2014-02-02,2,February,2014,36,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,22,2,5,52,44,96
2016-02-02,2,February,2016,36,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,16,2,5,38,32,70
2016-02-02,2,February,2016,36,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,56,48,104
2014-04-18,18,April,2014,36,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,20,2,5,47,40,87
2016-04-18,18,April,2016,36,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,17,2,5,40,34,74
2014-06-05,5,June,2014,36,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,28,24,52
2014-06-05,5,June,2014,36,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,56,48,104
2016-06-05,5,June,2016,36,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,26,22,48
2016-06-05,5,June,2016,36,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,56,48,104
2014-06-08,8,June,2014,36,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,24,20,44
2014-06-08,8,June,2014,36,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,17,2,5,40,34,74
2016-06-08,8,June,2016,36,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,28,24,52
2016-06-08,8,June,2016,36,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,45,38,83
2014-07-20,20,July,2014,36,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,30,2,5,71,60,131
2016-07-20,20,July,2016,36,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,29,2,5,68,58,126
2013-09-27,27,September,2013,34,Young Adults (25-34),F,Australia,Tasmania,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,39,38,77
2015-09-27,27,September,2015,34,Young Adults (25-34),F,Australia,Tasmania,Accessories,Bottles and Cages,Water Bottle - 30 oz.,20,2,5,41,40,81
2013-10-06,6,October,2013,35,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Road Bottle Cage,3,3,9,14,9,23
2013-10-06,6,October,2013,35,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Road Bottle Cage,16,3,9,77,48,125
2015-10-06,6,October,2015,35,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Road Bottle Cage,1,3,9,5,3,8
2015-10-06,6,October,2015,35,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Road Bottle Cage,18,3,9,87,54,141
2013-10-19,19,October,2013,35,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Road Bottle Cage,19,3,9,92,57,149
2013-10-19,19,October,2013,35,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Road Bottle Cage,3,3,9,14,9,23
2015-10-19,19,October,2015,35,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Road Bottle Cage,18,3,9,87,54,141
2015-10-19,19,October,2015,35,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Road Bottle Cage,1,3,9,5,3,8
2013-11-16,16,November,2013,35,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Road Bottle Cage,11,3,9,53,33,86
2013-11-16,16,November,2013,35,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Road Bottle Cage,13,3,9,63,39,102
2015-11-16,16,November,2015,35,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Road Bottle Cage,10,3,9,48,30,78
2015-11-16,16,November,2015,35,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Road Bottle Cage,12,3,9,58,36,94
2014-01-25,25,January,2014,35,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Road Bottle Cage,17,3,9,82,51,133
2014-01-25,25,January,2014,35,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Road Bottle Cage,13,3,9,63,39,102
2016-01-25,25,January,2016,35,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Road Bottle Cage,19,3,9,92,57,149
2016-01-25,25,January,2016,35,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Road Bottle Cage,10,3,9,48,30,78
2014-02-27,27,February,2014,35,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Road Bottle Cage,15,3,9,72,45,117
2016-02-27,27,February,2016,35,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Road Bottle Cage,12,3,9,58,36,94
2014-06-26,26,June,2014,35,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Road Bottle Cage,9,3,9,43,27,70
2014-06-26,26,June,2014,35,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Road Bottle Cage,2,3,9,10,6,16
2016-06-26,26,June,2016,35,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Road Bottle Cage,8,3,9,39,24,63
2016-06-26,26,June,2016,35,Adults (35-64),F,Australia,New South Wales,Accessories,Bottles and Cages,Road Bottle Cage,1,3,9,5,3,8
2013-07-31,31,July,2013,35,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,2,2,4
2013-07-31,31,July,2013,35,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,22,2,5,52,44,96
2015-07-31,31,July,2015,35,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,2,2,4
2015-07-31,31,July,2015,35,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,22,2,5,52,44,96
2013-08-24,24,August,2013,35,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,26,22,48
2013-08-24,24,August,2013,35,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,28,24,52
2015-08-24,24,August,2015,35,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,24,20,44
2015-08-24,24,August,2015,35,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,26,22,48
2013-12-25,25,December,2013,35,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5,14,12,26
2015-12-25,25,December,2015,35,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,8,2,5,19,16,35
2014-01-13,13,January,2014,35,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,2,2,4
2014-01-13,13,January,2014,35,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,45,38,83
2016-01-13,13,January,2016,35,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,3,2,5,7,6,13
2016-01-13,13,January,2016,35,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,20,2,5,47,40,87
2014-02-21,21,February,2014,35,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5,14,12,26
2014-02-21,21,February,2014,35,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,29,2,5,68,58,126
2016-02-21,21,February,2016,35,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,8,2,5,19,16,35
2016-02-21,21,February,2016,35,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,30,2,5,71,60,131
2014-03-04,4,March,2014,35,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,24,20,44
2014-03-04,4,March,2014,35,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,16,2,5,38,32,70
2016-03-04,4,March,2016,35,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,24,20,44
2016-03-04,4,March,2016,35,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,13,2,5,31,26,57
2014-04-22,22,April,2014,35,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,2,2,5,5,4,9
2016-04-22,22,April,2016,35,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,2,2,4
2014-06-21,21,June,2014,35,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,28,24,52
2014-06-21,21,June,2014,35,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,1,2,5,2,2,4
2016-06-21,21,June,2016,35,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,11,2,5,26,22,48
2016-06-21,21,June,2016,35,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,2,2,5,5,4,9
2014-07-05,5,July,2014,35,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,14,2,5,33,28,61
2014-07-05,5,July,2014,35,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,15,2,5,35,30,65
2016-07-05,5,July,2016,35,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,16,2,5,38,32,70
2016-07-05,5,July,2016,35,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,15,2,5,35,30,65
2013-09-24,24,September,2013,40,Adults (35-64),M,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,16,2,5,35,32,67
2015-09-24,24,September,2015,40,Adults (35-64),M,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,15,2,5,33,30,63
2013-10-06,6,October,2013,40,Adults (35-64),M,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5,57,52,109
2013-10-06,6,October,2013,40,Adults (35-64),M,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,7,2,5,15,14,29
2015-10-06,6,October,2015,40,Adults (35-64),M,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,25,2,5,55,50,105
2015-10-06,6,October,2015,40,Adults (35-64),M,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,8,2,5,18,16,34
2014-03-23,23,March,2014,40,Adults (35-64),M,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,25,2,5,55,50,105
2016-03-23,23,March,2016,40,Adults (35-64),M,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5,59,54,113
2014-04-15,15,April,2014,40,Adults (35-64),M,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5,57,52,109
2014-04-15,15,April,2014,40,Adults (35-64),M,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,19,2,5,42,38,80
2016-04-15,15,April,2016,40,Adults (35-64),M,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,23,2,5,51,46,97
2016-04-15,15,April,2016,40,Adults (35-64),M,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,18,2,5,40,36,76
2014-02-25,25,February,2014,21,Youth (<25),F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,26,2,5,49,52,101
2014-02-25,25,February,2014,21,Youth (<25),F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5,11,12,23
2016-02-25,25,February,2016,21,Youth (<25),F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,46,48,94
2016-02-25,25,February,2016,21,Youth (<25),F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,8,8,16
2014-03-30,30,March,2014,21,Youth (<25),F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,17,2,5,32,34,66
2014-03-30,30,March,2014,21,Youth (<25),F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,7,2,5,13,14,27
2016-03-30,30,March,2016,21,Youth (<25),F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,17,2,5,32,34,66
2016-03-30,30,March,2016,21,Youth (<25),F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,8,8,16
2014-06-12,12,June,2014,21,Youth (<25),F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,14,2,5,27,28,55
2016-06-12,12,June,2016,21,Youth (<25),F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,16,2,5,30,32,62
2013-08-08,8,August,2013,62,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Road Bottle Cage,1,3,9,6,3,9
2015-08-08,8,August,2015,62,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Road Bottle Cage,1,3,9,6,3,9
